id,value
id_0,6.440656086655405
id_1,18.42978285443704
id_2,24.598820417691577
id_3,7.588999851527852
id_4,27.0912764121623
id_5,22.058632903370974
id_6,23.55054597653785
id_7,30.767687890783275
id_8,16.873428105213517
id_9,59.77065958047605
id_10,11.82009083129533
id_11,9.261809467819914
id_12,63.23457733249623
id_13,53.13566653650671
id_14,22.100532140455478
id_15,12.23596735781774
id_16,32.219633589134276
id_17,66.60384970876915
id_18,-0.444781802107137
id_19,17.154569368961948
id_20,41.781495176764714
id_21,72.41488765966265
id_22,9.222128727928474
id_23,18.026866197430294
id_24,14.873219799450077
id_25,38.26352766448777
id_26,15.045577611441887
id_27,61.96624371744116
id_28,7.21067155805007
id_29,55.49667826964489
id_30,24.276523066805925
id_31,8.636050675030937
id_32,2.661927137950748
id_33,18.841991745207867
id_34,27.64220469087327
id_35,37.195301502397214
id_36,43.44332845585307
id_37,29.722577593146696
id_38,41.71237439389715
id_39,35.40422132792624
id_40,7.684568243702412
id_41,41.21138431864857
id_42,30.360669626797606
id_43,50.937587852295785
id_44,17.50838971665589
id_45,35.2415206082178
id_46,24.657373303610814
id_47,9.62997543029729
id_48,26.53777592104534
id_49,32.35405357736246
id_50,20.11239060531009
id_51,7.888717422277388
id_52,20.241639401139995
id_53,52.62267086399528
id_54,15.851945422186219
id_55,36.19984851543372
id_56,33.16210317447876
id_57,20.62530191612924
id_58,57.21321838296194
id_59,22.61969053695047
id_60,14.054091007796416
id_61,41.58108249046534
id_62,12.557217380046794
id_63,48.463153697419955
id_64,14.19322517216044
id_65,15.064416689250422
id_66,14.51795367814419
id_67,-0.940293825232402
id_68,43.94396432633323
id_69,29.083867513552907
id_70,20.408756320497826
id_71,41.703302221426796
id_72,60.48557743094249
id_73,5.774752061088204
id_74,16.449443157683888
id_75,3.312317415082287
id_76,40.33684738406423
id_77,14.267224409163017
id_78,21.675887675805686
id_79,21.03061601003566
id_80,23.801716785032795
id_81,36.10126164025208
id_82,21.77760010315754
id_83,92.52854883942481
id_84,37.44200401718666
id_85,27.835532268780113
id_86,22.21457220656663
id_87,33.63525445241341
id_88,23.110074265268015
id_89,19.655365121785298
id_90,28.561459783181903
id_91,41.52571036742441
id_92,5.044785198735955
id_93,38.521154982207634
id_94,45.52928956874803
id_95,16.61457019046349
id_96,31.43949263080156
id_97,13.059875803120292
id_98,23.144053257839566
id_99,4.4329327176513775
id_100,17.950758992969547
id_101,26.356787579911536
id_102,13.977084163937164
id_103,15.960907897766218
id_104,24.015694277249434
id_105,39.68347249239893
id_106,31.691099926246917
id_107,6.026202075010342
id_108,6.049135747436306
id_109,78.45947967672498
id_110,48.167763529176916
id_111,17.216621167589004
id_112,27.602081824760667
id_113,15.2609553313095
id_114,13.583759796801838
id_115,24.86234618466677
id_116,26.698708594435438
id_117,10.437167820769503
id_118,18.41504010958306
id_119,19.519551427979764
id_120,80.44714825454594
id_121,25.48733003925395
id_122,37.390356925062676
id_123,25.621745486259417
id_124,7.281204177529235
id_125,38.70581721220763
id_126,9.164594768610744
id_127,21.808536491009498
id_128,29.147681808716378
id_129,62.77443156407816
id_130,21.76646139298501
id_131,23.572742656493055
id_132,59.079286867084505
id_133,15.115386345402563
id_134,14.053835274922186
id_135,2.6230271556396616
id_136,12.487854198372318
id_137,58.61749949046163
id_138,20.616209900934813
id_139,5.408700137991705
id_140,29.29581130034721
id_141,25.319779692748792
id_142,45.51433651589403
id_143,30.875863039520166
id_144,18.29797424444546
id_145,26.021439844603663
id_146,11.99847560047765
id_147,52.07849522433976
id_148,23.482622981148726
id_149,38.61374455808186
id_150,9.97746729542991
id_151,8.149791626088764
id_152,23.228574156446285
id_153,6.343852776923832
id_154,14.941019736739705
id_155,41.05408377141445
id_156,7.6841583479969096
id_157,36.16448546464153
id_158,11.15732686710981
id_159,19.38088061309675
id_160,41.62505539293436
id_161,19.43702064205698
id_162,13.330143732499167
id_163,8.138549372628727
id_164,52.645936167581645
id_165,31.332609342193667
id_166,-0.573480047149161
id_167,16.218459666202335
id_168,63.532688175024006
id_169,13.835939693883768
id_170,63.59214372312088
id_171,39.46635217920104
id_172,26.954977986252402
id_173,20.31930193932275
id_174,61.233709734166936
id_175,25.005687734797704
id_176,21.071361741275446
id_177,37.33985211873424
id_178,12.365729299779812
id_179,31.24892651594702
id_180,16.564672155370936
id_181,11.73963827855544
id_182,55.63688768795416
id_183,46.21259051285585
id_184,15.755512046285865
id_185,35.28003699458972
id_186,26.06365001789079
id_187,69.34530118538966
id_188,10.04682221011234
id_189,57.89239587974558
id_190,38.400722439668144
id_191,15.534101694947024
id_192,28.9484193901287
id_193,0.006704405148084902
id_194,19.119824659884333
id_195,0.9889826669413466
id_196,33.68456871725816
id_197,10.432923609915893
id_198,18.970842266378618
id_199,59.86917841102161
id_200,25.031542611832197
id_201,25.765991602315065
id_202,64.44966348124505
id_203,10.236480650832672
id_204,9.287018612941392
id_205,11.242582753507719
id_206,7.368526923322843
id_207,1.595062443596401
id_208,124.16588732631203
id_209,20.789426867057923
id_210,16.444356892797217
id_211,13.844713995403565
id_212,36.21706179380162
id_213,35.91196400786248
id_214,18.878930014878453
id_215,34.93499105415803
id_216,78.51479304324897
id_217,0.6841738779536577
id_218,12.837481781626852
id_219,31.596702239173137
id_220,14.894237904220105
id_221,12.873378022250606
id_222,113.30218068886963
id_223,13.104838544666048
id_224,16.430765634459945
id_225,64.29611333391941
id_226,16.038831740603896
id_227,19.58296237113447
id_228,10.20945900260811
id_229,3.569818944608386
id_230,46.43139407556836
id_231,12.736200372842376
id_232,53.807977239155356
id_233,42.24906875260706
id_234,25.615608852113283
id_235,40.88116284373811
id_236,69.0970246741699
id_237,42.23208913810582
id_238,11.357653697837623
id_239,18.4711350903511
